tweet_id,conversation_id,created_at,text,weak_intent,weak_label_confidence,human_intent,human_notes,is_ambiguous,needs_context
138276,amazonhelp_138276,2017-11-21 18:18:58+00:00,Hi @115850 a wrong order was delivered today. Can you please help?,CONTEXT_NEEDED,low,PRODUCT_SELLER_ISSUE,,False,False
138901,amazonhelp_138901,2017-11-24 11:09:43+00:00,@115850 damn my phone order got cancelled. Why can’t I book 2 phones?,ORDER_MANAGEMENT,high,ORDER_MANAGEMENT,,False,False
138989,amazonhelp_138989,2017-11-24 10:53:53+00:00,"Puis déposer le #colis en point relais alors qu'on paye une prestation @120533  prime pour être livrer à domicile @4238 ... Si votre livreur n'aime pas livrer, qu'il change de #job.",PRIME_MEMBERSHIP,medium,PRIME_MEMBERSHIP,,False,False
140966,amazonhelp_140966,2017-11-24 11:44:59+00:00,@147807 What is the point of a next day Amazon Business Prime account if the courier service has up until 8pm to deliver the package? It's hardly next business day at 8pm unless you work night shifts.,DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
141116,amazonhelp_141116,2017-11-24 11:34:21+00:00,Guys can i get a response. @115850  @AmazonHelp it more than 24 hrs. yet waiting for your mail.,CONTEXT_NEEDED,low,SUPPORT_ESCALATION,,False,False
142106,amazonhelp_142106,2017-11-24 12:15:56+00:00,AmazonでTVガイドコンビニ決済で頼んだけど、これって出荷準備された時に支払い番号くるんだっけ､､､Amazon久しぶりすぎて記憶が､､､､､､😂😂 https://t.co/uRyU4JHMa8,CONTEXT_NEEDED,low,PAYMENT_BILLING_GIFTCARD,,False,False
144070,amazonhelp_144070,2017-11-24 13:18:29+00:00,Well so far Amazon have managed to ship 3 separate packages from 3 different sellers to France and lost them. I live in Northeast England. And a 4th package was late. Grrr,DELIVERY_DELAY,medium,DELIVERY_PROOF_FAILURE,,False,False
145704,amazonhelp_145704,2017-11-24 14:05:15+00:00,"Was going to order a few things off @115830 until I see there that their so called next day prime delivery, won’t be delivered until Tuesday. Think I’ll give it a miss. #ripoff https://t.co/n1CaqH2RMl",DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
145735,amazonhelp_145735,2017-11-24 14:01:01+00:00,Not impressed at all with @115821 customer service. Still Waiting to be refunded for an item not received! Also waiting a refund on Amazon prime charges which I have previously have discussed with someone and still waiting for the problem to be resolved,RETURN_REFUND_REPLACEMENT,high,RETURN_REFUND_REPLACEMENT,,False,False
147366,amazonhelp_147366,2017-11-24 14:06:33+00:00,"Dear @115821, I believe you now have all my money set aside for buying anything. Congrats. #fb",CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
152080,amazonhelp_152080,2017-11-24 15:59:24+00:00,@AmazonHelp everything I'm wanting to order on one day delivery won't be delivered until Monday. Why?,DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
152083,amazonhelp_152083,2017-11-24 15:31:24+00:00,.@119625 could you please deal with your ego issues &amp; put a chromecast button on your app? You’re just spoiling the user experience &amp; losing people.,CONTEXT_NEEDED,low,DIGITAL_TECHNICAL,,False,False
153673,amazonhelp_153673,2017-11-24 16:29:03+00:00,@115821 How is the Treasure Truck sold out before the first stop? https://t.co/R6LGCPK4yL,CONTEXT_NEEDED,low,ORDER_MANAGEMENT,,False,False
153709,amazonhelp_153709,2017-11-24 15:59:38+00:00,@AmazonHelp Help! All my content has disappeared from my account - it says 'no items found' and I should have several hundred books and samples in there (833 items according to my Kindle). Everything seems OK with my Kindle and all my books etc are still in my library.,DIGITAL_TECHNICAL,medium,DIGITAL_TECHNICAL,,False,False
153730,amazonhelp_153730,2017-11-24 16:04:43+00:00,@117086 e sua capacidade de fazer a gnt comprar o app todo 😂😂😂,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
155157,amazonhelp_155157,2017-11-24 16:30:02+00:00,@1384 worst quality products delivered from @9104 Malad,PRODUCT_SELLER_ISSUE,high,PRODUCT_SELLER_ISSUE,,False,False
155267,amazonhelp_155267,2017-11-24 16:27:02+00:00,@AmazonHelp wen is next Flash Sale of Oneplus5T ???,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
156668,amazonhelp_156668,2017-11-24 17:10:57+00:00,"&lt;1/3&gt; Utterly disappointed with @115850 in regards with order id 408-4908747-4045964, order 402-7298089-1482743. I'm paying money for the product with a hope that it'll be delivered on time, not once but twice you let yourself down.",DELIVERY_PROOF_FAILURE,high,DELIVERY_DELAY,,False,False
158742,amazonhelp_158742,2017-11-24 17:49:31+00:00,@115850 @AmazonHelp how to use the offer of 80% discount on ebook? Have purchased ₹9798 offer... https://t.co/jXOQLKqmOJ,CONTEXT_NEEDED,low,PAYMENT_BILLING_GIFTCARD,,False,False
163569,amazonhelp_163569,2017-11-24 19:32:11+00:00,"@AmazonHelp: I purchased a pair of shoes that I'd like to exchange, but I have a question regarding the exchange policy.",RETURN_REFUND_REPLACEMENT,high,RETURN_REFUND_REPLACEMENT,,False,False
166379,amazonhelp_166379,2017-11-24 20:10:55+00:00,@116875 hola que pasa si en un artículo no me sale la opción de comprar ???? https://t.co/gsNVgiS4G8,CONTEXT_NEEDED,low,ORDER_MANAGEMENT,,False,False
16895,amazonhelp_16895,2017-11-01 03:52:04+00:00,アマゾンのプライム会員勝手に継続されてるんですけど,CONTEXT_NEEDED,low,PRIME_MEMBERSHIP,,False,False
170946,amazonhelp_170946,2017-11-17 08:45:02+00:00,@116928 @AmazonHelp @4496  Otro paquete más con destino a Canarias que se devuelve por no adjuntar factura y ahora sin stock...espero que lo solucionen ya y más en estas fechas,CONTEXT_NEEDED,low,ORDER_MANAGEMENT,,False,False
170956,amazonhelp_170956,2017-11-24 21:55:28+00:00,"Every time I order from @115821 I get an Amazon box.  The one day my boyfriend answers the door for a delivery he sees his @155870 Christmas gift a month early, because they decided to send it over in the manufacturer's box only. Surprise ruined :(",DELIVERY_DELAY,medium,PRODUCT_SELLER_ISSUE,,False,False
172327,amazonhelp_172327,2017-11-24 22:07:28+00:00,@115833 can I set up a second phone on our amazon echo dot?,DIGITAL_TECHNICAL,medium,DIGITAL_TECHNICAL,,False,False
175416,amazonhelp_175416,2017-11-24 23:43:47+00:00,Paid for next day delivery and didn’t get my package? @AmazonHelp,DELIVERY_PROOF_FAILURE,high,DELIVERY_PROOF_FAILURE,,False,False
177350,amazonhelp_177350,2017-11-25 00:45:09+00:00,I just tried out @115821 restaurants and it is hands down way better than @115877. I am deleting uber eats from my phone as of this writing! Another W for amazon!,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
180099,amazonhelp_180099,2017-10-04 11:04:30+00:00,@115850 #AmazonGreatIndianFestival is a chuttiappa? U guys delivered me an empty pckg of Mi4i Tempered glass. Really pathetic service. https://t.co/ZI286FMIDm,CONTEXT_NEEDED,low,DELIVERY_PROOF_FAILURE,,False,False
180104,amazonhelp_180104,2017-10-04 10:58:17+00:00,You'll help me? Your customer care exec won't. Whom should I trust? Trust? What am i even getting into? Phew @115850 https://t.co/SEbK16lTLG,SUPPORT_ESCALATION,medium,SUPPORT_ESCALATION,,False,False
180870,amazonhelp_180870,2017-10-04 12:42:41+00:00,"@AmazonHelp No code for preordering Star Wars Battlefront II physically, and now I can’t use my Amazon store card to buy it digitally? Why??",CONTEXT_NEEDED,low,PAYMENT_BILLING_GIFTCARD,,False,False
181283,amazonhelp_181283,2017-11-25 00:31:28+00:00,Our @115821 Dot was delivered today...and thanks to shoddy mailbox keys (the package key they left in our box does NOT work) it's going to sit in below freezing temps in the box until probably Monday when @118706 gets back into their office. Hope it survives....@123967 ideas?,DELIVERY_PROOF_FAILURE,high,DELIVERY_PROOF_FAILURE,,False,False
183370,amazonhelp_183370,2017-10-04 10:30:50+00:00,Amazonプライムで鎧武見れるようになってテンションあがった！（笑）,CONTEXT_NEEDED,low,PRIME_MEMBERSHIP,,False,False
183584,amazonhelp_183584,2017-10-04 12:02:21+00:00,こ、コウノドリがAmazonプライムビデオでみれる〜〜〜😭😭😭😭これで眼鏡星野源見放題やんけ😭😭😭😭😭,CONTEXT_NEEDED,low,PRIME_MEMBERSHIP,,False,False
183616,amazonhelp_183616,2017-10-04 11:48:07+00:00,@115830 been charged for prime wrongly and can’t find how to request a refund... can you help? Thanks,PAYMENT_BILLING_GIFTCARD,high,PAYMENT_BILLING_GIFTCARD,,False,False
183660,amazonhelp_183660,2017-10-04 12:42:01+00:00,"@115850 Goofup with product delivery to wrong address Order#408-6362281-0698719. Support have done nothing, despite two escalations. 😟😔😕",DELIVERY_DELAY,medium,SUPPORT_ESCALATION,,False,False
191666,amazonhelp_191666,2017-10-04 15:01:36+00:00,😱 😱 😱 @116875 @12548 https://t.co/ALHmKkgOEq,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
191806,amazonhelp_191806,2017-10-04 15:09:13+00:00,Delivery date changed to 19th October!  What is going on @115821!? #justiceforLB https://t.co/lGcEvFubIY,DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
193073,amazonhelp_193073,2017-10-04 20:04:30+00:00,@115851 m sorry2disturbed u but m mentally harassed by Amazon 405-6636472-3798710 not working booked another order but not getting refund,RETURN_REFUND_REPLACEMENT,high,RETURN_REFUND_REPLACEMENT,,False,False
19462,amazonhelp_19462,2017-11-01 06:32:04+00:00,@AmazonHelp 6 order: 113-2039762-2382613、113-2511164-7606668、113-7544238-7484225、114-5454499-3702646、114-9012608-0575407、114-9109336-9221053,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
197717,amazonhelp_197717,2017-10-04 14:09:54+00:00,"@AmazonHelp @115850 

Wrongly delivered. Please deliver it to correct id https://t.co/Dy1v5v1kpR",DELIVERY_DELAY,medium,DELIVERY_PROOF_FAILURE,,False,False
200020,amazonhelp_200020,2017-10-04 19:39:39+00:00,@AmazonHelp I haven’t receive my early access code for Battlefront and I called and basically said they can’t help me? I ordered in April,SUPPORT_ESCALATION,medium,SUPPORT_ESCALATION,,False,False
20024,amazonhelp_20024,2017-11-01 06:50:46+00:00,@115850  order no. 408-9844239-0335528 bed side table is not delivered till now.,CONTEXT_NEEDED,low,DELIVERY_DELAY,,False,False
206146,amazonhelp_206146,2017-11-06 12:31:20+00:00,When @116090 ships your @115786 one x 120 hours ago and there's been no update to tracking at all. Feeling pretty uncomfortable.  #prime,ORDER_MANAGEMENT,high,DELIVERY_DELAY,,False,False
206211,amazonhelp_206211,2017-11-06 08:54:43+00:00,"Preordered this the second it was announced, and @115821 screw me in the final few days 😩 @117331 @116543 @115787 @115788 https://t.co/BCSHQUPUow",CONTEXT_NEEDED,low,ORDER_MANAGEMENT,,False,False
206831,amazonhelp_206831,2017-10-04 21:37:43+00:00,@AmazonHelp why are you guys taking so long to charge my card?,PAYMENT_BILLING_GIFTCARD,high,PAYMENT_BILLING_GIFTCARD,,False,False
206839,amazonhelp_206839,2017-10-04 21:34:58+00:00,"What's happened the Garmin Vivoactive 3 in the UK? Had it pre-ordered at @115830 for delivery tomorrow, and now suddenly showing as 25th??",DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
210376,amazonhelp_210376,2017-10-04 18:40:06+00:00,@AmazonHelp Remember when your customer service used to be good?,SUPPORT_ESCALATION,medium,SUPPORT_ESCALATION,,False,False
215212,amazonhelp_215212,2017-10-05 00:44:16+00:00,amazon keeps messing up my her order i got one email saying it was cancelled but when i go on the website it says its gonna be shipped i,ORDER_MANAGEMENT,high,ORDER_MANAGEMENT,,False,False
222693,amazonhelp_222693,2017-10-05 03:35:17+00:00,"@115850 
#flipcart is better than you. U need to work on customer care front, morons are sitting at customer care, lack of efficiency",SUPPORT_ESCALATION,medium,SUPPORT_ESCALATION,,False,False
222809,amazonhelp_222809,2017-10-05 03:13:11+00:00,"@115833 If I can play music across all Echo devices in the house, why can't I check status of timer set on another device? Work on that.",DIGITAL_TECHNICAL,medium,DIGITAL_TECHNICAL,,False,False
224003,amazonhelp_224003,2017-11-16 17:43:23+00:00,@AmazonHelp  esperando por un pedido más de 1 semana xq @99299  son unos sinvergüenzas y no lo entregan cuando les digo q estoy en casa,CONTEXT_NEEDED,low,DELIVERY_DELAY,,False,False
224336,amazonhelp_224336,2017-10-05 04:51:15+00:00,@115821 @AmazonHelp Can I cancel a preorder of a digital video game? It has not released yet.,ORDER_MANAGEMENT,high,ORDER_MANAGEMENT,,False,False
224993,amazonhelp_224993,2017-10-05 05:25:08+00:00,"@147807 Hi, I wanted a One plus 5 mobile, but none of your vendors are offering a GST invoice on that. How can I proceed?",CONTEXT_NEEDED,low,PAYMENT_BILLING_GIFTCARD,,False,False
226149,amazonhelp_226149,2017-10-05 06:36:17+00:00,@169994 will you come back to NYC :(?,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
226423,amazonhelp_226423,2017-10-05 06:51:03+00:00,@115830 android Alexa app says new version with calling available but play store installs old version?,DIGITAL_TECHNICAL,medium,DIGITAL_TECHNICAL,,False,False
226658,amazonhelp_226658,2017-10-04 13:33:22+00:00,"@115850 @AmazonHelp warranty by manufacturer, but no contact details of manufacturer! RUBBISH   Amazon deals for Chor companies https://t.co/0T2yb35KGz",SUPPORT_ESCALATION,medium,SUPPORT_ESCALATION,,False,False
227114,amazonhelp_227114,2017-10-05 07:25:24+00:00,"@115850  Slow clap 👏👏👏👏

Product Cancelled by me, still getting notification that product will deliver to you today. Apni Dukaan.😂🤣😂🤣 https://t.co/RrWAFMmpbL",DELIVERY_DELAY,medium,ORDER_MANAGEMENT,,False,False
229089,amazonhelp_229089,2017-10-05 08:06:09+00:00,"@AmazonHelp To buy an Infocus Smartphone, cannot exchange with another @11797 smartphone",RETURN_REFUND_REPLACEMENT,high,RETURN_REFUND_REPLACEMENT,,False,False
229838,amazonhelp_229838,2017-10-05 08:16:08+00:00,"@115850 Surprised... Without my consent,  no information,  package returned. Even customer care dnt have any clue.  What's this???",DELIVERY_DELAY,medium,ORDER_MANAGEMENT,,False,False
230865,amazonhelp_230865,2017-10-05 09:06:11+00:00,Is this kind of too much for a delivery. This is the 6th notification on same order @115850 https://t.co/y3gY1ytgCX,DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
231533,amazonhelp_231533,2017-10-05 08:51:15+00:00,うーん、ブラウザから見てるんだけどPrime ReadingとKindle Unlimitedの区別がつかない…読もうと思うとKindle Unlimitedの10冊の中に入れられちゃうんだよねぇ…どこかにPrime用ボタンとかあるのかな？？？,CONTEXT_NEEDED,low,DIGITAL_TECHNICAL,,False,False
232823,amazonhelp_232823,2017-10-05 11:48:47+00:00,Amazonさん！！！！？,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
232847,amazonhelp_232847,2017-10-05 11:41:47+00:00,"Contacted close to 15 agents but no resolved issue,40k blocked been 2 months no refund no support @AmazonHelp @115850 @115851",RETURN_REFUND_REPLACEMENT,high,CONTEXT_NEEDED,,False,False
233482,amazonhelp_233482,2017-10-05 11:49:27+00:00,@AmazonHelp I Was in Payment Page in Net Banking entered Login Details but The Page didn't Load up,ACCOUNT_ACCESS_SECURITY,high,ACCOUNT_ACCESS_SECURITY,,False,False
234134,amazonhelp_234134,2017-10-05 12:35:57+00:00,"Picked up an @115830 delivery with an item missing in the box. This is... new. 

I don't even know how to notify them of that.",DELIVERY_PROOF_FAILURE,high,DELIVERY_PROOF_FAILURE,,False,False
234536,amazonhelp_234536,2017-10-05 13:00:03+00:00,@115850 I am actually waiting for this at home! https://t.co/HIhpTvCRlh,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
234853,amazonhelp_234853,2017-10-05 13:11:56+00:00,Olá @117086 estou tendo dificuldade pra cadastrar meu endereço. A minha cidade ganhou novos CEPs e o sistema não tá aceitando. https://t.co/FZI0taaDDM,CONTEXT_NEEDED,low,ACCOUNT_ACCESS_SECURITY,,False,False
235183,amazonhelp_235183,2017-10-05 13:16:06+00:00,@12026 chimney bought from @115850 on September 1st no installation or any visit by engineer @AmazonHelp https://t.co/LTXSJ2ZK9T,CONTEXT_NEEDED,low,PRODUCT_SELLER_ISSUE,,False,False
238580,amazonhelp_238580,2017-10-04 13:16:41+00:00,@116928 Por 2a vez me cerraron la cuenta. Tras cambiar la contraseña no me deja entrar. La verdad que me tienen un poco desesperado.,CONTEXT_NEEDED,low,ACCOUNT_ACCESS_SECURITY,,False,False
238625,amazonhelp_238625,2017-10-04 08:35:07+00:00,"@116316 würde gerne die neuen Funktionen von #Echo test. Aber die App will nicht :(
Bin ich alleine mit dem Problem? https://t.co/Be9yChpgZ1",DIGITAL_TECHNICAL,medium,DIGITAL_TECHNICAL,,False,False
238783,amazonhelp_238783,2017-10-03 14:06:17+00:00,"@2600 so it appears I am supposed to use Amazon.fr because I live in Belgium? How can I change the language, like on Amazon.de, pls?",CONTEXT_NEEDED,low,ACCOUNT_ACCESS_SECURITY,,False,False
239499,amazonhelp_239499,2017-11-25 02:22:49+00:00,"@116313 
アマゾン使った事がないんですが、どうしたらいいですか？ https://t.co/c14bmdNePK",CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
245898,amazonhelp_245898,2017-10-05 15:21:22+00:00,Y yo que creía que comprar por @AmazonHelp era sencillo ☹️,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
246435,amazonhelp_246435,2017-10-05 15:29:14+00:00,"@AmazonHelp 1970s delivery service from amazon! 
*Can’t give time of delivery.
*Cant change to a new delivery address. 
Utter crap!",DELIVERY_DELAY,medium,ORDER_MANAGEMENT,,False,False
246987,amazonhelp_246987,2017-10-05 15:16:37+00:00,I purchased 10.or mobile at Amazon india. It's poor quality. They are not refunding citing policies. Please help @115851 https://t.co/LUf73Cu0lr,PRODUCT_SELLER_ISSUE,high,RETURN_REFUND_REPLACEMENT,,False,False
248696,amazonhelp_248696,2017-10-05 16:17:51+00:00,"@115850 
When my product Return and Refund me.
Last 10 day I'm waiting ur person come to defect product collect.
Why delay this ?Shameless",RETURN_REFUND_REPLACEMENT,high,RETURN_REFUND_REPLACEMENT,,False,False
24965,amazonhelp_24965,2017-11-01 09:33:21+00:00,"Finally got it 
Thank you @115850 @120543 for fastest delivery :') https://t.co/767ixQnlWL",DELIVERY_DELAY,medium,CONTEXT_NEEDED,,False,False
25276,amazonhelp_25276,2017-11-03 16:44:36+00:00,"｢猫はAmazonの箱が好き｣という話を聞いて、我が家でも届いた箱を放置してみたら、やはり入って寛いでた…w
今度毛布敷くね(´ｰ｀) https://t.co/PaFgEda2Xn",CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
252847,amazonhelp_252847,2017-10-05 17:16:40+00:00,"Dear @115850  , worst delivery system. After paying 100 rs more for Prime too, Couldn't receive my order in the given time.",DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
259919,amazonhelp_259919,2017-10-05 20:47:02+00:00,#JCPenny #Dickies #Amazon  Ordered clothes from all 3 same day about  4 weeks ago #Pennies 2 Days #Dickies 4 #Amazon still hasn't come yet,CONTEXT_NEEDED,low,DELIVERY_DELAY,,False,False
260805,amazonhelp_260805,2017-10-05 21:20:26+00:00,For 2nd time in a week @115830 Prime have failed to deliver my order on the next day as promised.Awaiting email reply after complaining.,DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
262178,amazonhelp_262178,2017-10-05 21:55:24+00:00,@AmazonHelp @115821 Please teach delivery people #1 Not drop or throw packages #2 walk a few more feet. AMZL TBA473944365000 #everytime https://t.co/KzhdmNwwOj,DELIVERY_PROOF_FAILURE,high,DELIVERY_PROOF_FAILURE,,False,False
268678,amazonhelp_268678,2017-10-06 00:40:27+00:00,@116618 if I have prime why can’t I watch #TNFonPrimeVideo,PRIME_MEMBERSHIP,medium,PRIME_MEMBERSHIP,,False,False
26907,amazonhelp_26907,2017-11-01 09:45:14+00:00,@AmazonHelp Hi I am not happy at all NO response from @115830 this is not acceptable it’s Racism which I wouldn’t expect from Amazon...... https://t.co/jjAJS8njHt,SUPPORT_ESCALATION,medium,SUPPORT_ESCALATION,,False,False
269145,amazonhelp_269145,2017-10-06 00:49:49+00:00,"Amazonの神対応に感動した。

#Amazon",CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
270280,amazonhelp_270280,2017-10-06 01:50:35+00:00,"Why do I even pay for @115821 if over 50% of my packages don't arrive by the ""guarantee"" date?",CONTEXT_NEEDED,low,PRIME_MEMBERSHIP,,False,False
271956,amazonhelp_271956,2017-10-06 02:43:51+00:00,So- @115821 - your ppl keep sending me little stuff in big boxes with a token piece of packaging. #TrainingNeeded https://t.co/Z2KJymzPyN,CONTEXT_NEEDED,low,PRODUCT_SELLER_ISSUE,,False,False
272181,amazonhelp_272181,2017-10-06 03:00:43+00:00,@115821 @AmazonHelp Website says I received package on 10/2...I haven’t received it. Help! What do I do?,DELIVERY_DELAY,medium,DELIVERY_PROOF_FAILURE,,False,False
272447,amazonhelp_272447,2017-10-06 03:31:12+00:00,"アマゾンで息子さんの帽子買ったんだけどデカかったwww
折らないとかぶれないwww
チャオズみたい… https://t.co/2Q7rWD7lRA",CONTEXT_NEEDED,low,PRODUCT_SELLER_ISSUE,,False,False
273622,amazonhelp_273622,2017-10-06 03:52:54+00:00,@13889 I own an LG so called smart TV. Totally disappointed that I can't play @115850 prime video as it doesn't support flash,DIGITAL_TECHNICAL,medium,DIGITAL_TECHNICAL,,False,False
273850,amazonhelp_273850,2017-10-06 04:27:04+00:00,@AmazonHelp I hv ordered one item by using amazon pay balance. But i hvn't received my 15% cashback. Plz solve my prblm,PAYMENT_BILLING_GIFTCARD,high,PAYMENT_BILLING_GIFTCARD,,False,False
277600,amazonhelp_277600,2017-10-06 07:44:49+00:00,. @115830 why do you insist on sending boxes inside other boxes? It's such a waste and happens every time https://t.co/GCF1CQ15aV,CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
279213,amazonhelp_279213,2017-10-03 09:10:01+00:00,"Just left a rather frustrated feedback post for a @115830 order that never turned up, parcel got left at the @126705 PDO for 3 days.",DELIVERY_DELAY,medium,DELIVERY_DELAY,,False,False
279516,amazonhelp_279516,2017-10-06 09:08:11+00:00,"Qu'une chose à dire ! BRAVO @120533 pour votre service client, vous êtes loins devant les autres ! @14147",CONTEXT_NEEDED,low,CONTEXT_NEEDED,,False,False
279673,amazonhelp_279673,2017-10-06 09:37:21+00:00,It's a sad state of affairs when @115821 @amazonhelp don't care about customer service. Seriously considering never using them again.,SUPPORT_ESCALATION,medium,SUPPORT_ESCALATION,,False,False
