tweet_id,conversation_id,text,human_intent,predicted_intent,confidence,decision,decision_reason,best_similarity,evidence_found,agent_reply
136873,amazonhelp_136873,@115830 5 failed deliveries for a simple order. Have called call centre 5 times with instructions but these do not get passed on. Please get someone from UK call centre to ring me today if not will cancel my account.,SUPPORT_ESCALATION,SUPPORT_ESCALATION,0.5792827673827163,ESCALATE,Intent confidence is moderate and the strongest historical case is not similar enough.,0.24586061248368668,True,"I'm sorry you've had trouble getting this resolved. Since previous support interactions have not resolved the issue, a support representative should review the case and provide the appropriate next step."
136886,amazonhelp_136886,"@AmazonHelp @115830 Hello, I have not received a delivery even though it states it has been delivered! Please help!",DELIVERY_PROOF_FAILURE,DELIVERY_PROOF_FAILURE,0.7041124891518701,AUTO-HANDLE,Intent confidence is 0.70 and the strongest historical case has 0.25 similarity.,0.2517548651557101,True,"Sorry about that. If your package is showing as delivered but you haven't received it, please check the delivery details and carrier information first. If it still cannot be located, support can investigate the delivery further."
137096,amazonhelp_137096,@115850 haven't got my refund for order ending 1510 @146917 called customer care but of no use refund pending 15 days + . @118702 kudos to ur service,RETURN_REFUND_REPLACEMENT,RETURN_REFUND_REPLACEMENT,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.24 similarity.,0.23917348940017208,True,"Sorry about the trouble with your order. Please check the order's return or refund options. If the refund or replacement is already in progress, support can review its current status."
138224,amazonhelp_138224,"Asper my return pickup reqst,tday a delivery boy had come,named sukanta chakraborty,Howrah,no 8777725180.He misbehaved n threatened me.Also Pretended like he was d customer n i was d service provider.Very upset.lodged a complaint.Hope @115850  ll take proper action agst him.",RETURN_REFUND_REPLACEMENT,RETURN_REFUND_REPLACEMENT,0.5180053354113934,ESCALATE,Intent confidence is moderate and the strongest historical case is not similar enough.,0.2499151560250468,True,Sorry about the trouble with your return or refund. Please check the current order and refund or replacement details. A support representative should review the case and help with the next step.
138276,amazonhelp_138276,Hi @115850 a wrong order was delivered today. Can you please help?,PRODUCT_SELLER_ISSUE,DELIVERY_PROOF_FAILURE,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.40 similarity.,0.4032524572242807,True,"Sorry about the delivery issue. Please check the delivery details and carrier information first. If the package or item still cannot be located, support can investigate further."
138901,amazonhelp_138901,@115850 damn my phone order got cancelled. Why can’t I book 2 phones?,ORDER_MANAGEMENT,ORDER_MANAGEMENT,0.9203668281354395,AUTO-HANDLE,Intent confidence is 0.92 and the strongest historical case has 0.28 similarity.,0.2828109345865116,True,"I can help with the order issue. Please check the order details for the available cancellation, address, or order-management options."
138989,amazonhelp_138989,"Puis déposer le #colis en point relais alors qu'on paye une prestation @120533  prime pour être livrer à domicile @4238 ... Si votre livreur n'aime pas livrer, qu'il change de #job.",PRIME_MEMBERSHIP,PRIME_MEMBERSHIP,0.6144431543117378,ESCALATE,Intent confidence is moderate and the strongest historical case is not similar enough.,0.3176391909437375,True,Sorry about the trouble with your Prime membership or benefits. Please check your membership details. A support representative should review the case and help with the appropriate next step.
140966,amazonhelp_140966,@147807 What is the point of a next day Amazon Business Prime account if the courier service has up until 8pm to deliver the package? It's hardly next business day at 8pm unless you work night shifts.,DELIVERY_DELAY,DELIVERY_DELAY,0.8905896336948953,ESCALATE,Historical evidence is weak (best similarity: 0.19).,0.18798583287035453,True,"Sorry that your delivery is delayed. Please check the latest tracking information and the promised delivery date. Since the delivery is overdue, a support representative should review the order and available options."
141116,amazonhelp_141116,Guys can i get a response. @115850  @AmazonHelp it more than 24 hrs. yet waiting for your mail.,SUPPORT_ESCALATION,CONTEXT_NEEDED,0.2605293481409997,ESCALATE,The customer message does not contain enough information to identify the issue.,0.28684248517486705,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
142106,amazonhelp_142106,AmazonでTVガイドコンビニ決済で頼んだけど、これって出荷準備された時に支払い番号くるんだっけ､､､Amazon久しぶりすぎて記憶が､､､､､､😂😂 https://t.co/uRyU4JHMa8,PAYMENT_BILLING_GIFTCARD,CONTEXT_NEEDED,0.48012703539373663,ESCALATE,The customer message does not contain enough information to identify the issue.,1.0000000000000002,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
144070,amazonhelp_144070,Well so far Amazon have managed to ship 3 separate packages from 3 different sellers to France and lost them. I live in Northeast England. And a 4th package was late. Grrr,DELIVERY_PROOF_FAILURE,DELIVERY_DELAY,0.99,ESCALATE,Historical evidence is weak (best similarity: 0.13).,0.13190398264103376,True,"Sorry that your delivery is delayed. Please check the latest tracking information and the promised delivery date. Since the delivery is overdue, a support representative should review the order and available options."
145704,amazonhelp_145704,"Was going to order a few things off @115830 until I see there that their so called next day prime delivery, won’t be delivered until Tuesday. Think I’ll give it a miss. #ripoff https://t.co/n1CaqH2RMl",DELIVERY_DELAY,DELIVERY_PROOF_FAILURE,0.5187554789673325,ESCALATE,Intent confidence is moderate and the strongest historical case is not similar enough.,0.21564523352717693,True,I'm sorry that there is a problem with your delivery. Please check the delivery details and carrier information. A support representative should investigate the delivery and help with the next step.
145735,amazonhelp_145735,Not impressed at all with @115821 customer service. Still Waiting to be refunded for an item not received! Also waiting a refund on Amazon prime charges which I have previously have discussed with someone and still waiting for the problem to be resolved,RETURN_REFUND_REPLACEMENT,RETURN_REFUND_REPLACEMENT,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.27 similarity.,0.26739010753085024,True,"Sorry about the trouble with your order. Please check the order's return or refund options. If the refund or replacement is already in progress, support can review its current status."
147366,amazonhelp_147366,"Dear @115821, I believe you now have all my money set aside for buying anything. Congrats. #fb",CONTEXT_NEEDED,CONTEXT_NEEDED,0.27314358577597514,ESCALATE,The customer message does not contain enough information to identify the issue.,0.17620507199336144,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
152080,amazonhelp_152080,@AmazonHelp everything I'm wanting to order on one day delivery won't be delivered until Monday. Why?,DELIVERY_DELAY,DELIVERY_DELAY,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.25 similarity.,0.24681247788008595,True,"Sorry that your delivery is taking longer than expected. Please check the latest tracking information for the order. If the promised delivery date has passed, support can review the delivery status and available options."
152083,amazonhelp_152083,.@119625 could you please deal with your ego issues &amp; put a chromecast button on your app? You’re just spoiling the user experience &amp; losing people.,DIGITAL_TECHNICAL,DIGITAL_TECHNICAL,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.24 similarity.,0.23579158890896212,True,"Sorry you're having trouble with the digital service. Please check the device or application settings and try the relevant troubleshooting steps. If the problem continues, support can investigate further."
153673,amazonhelp_153673,@115821 How is the Treasure Truck sold out before the first stop? https://t.co/R6LGCPK4yL,ORDER_MANAGEMENT,ORDER_MANAGEMENT,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.36 similarity.,0.3589479576375979,True,"I can help with the order issue. Please check the order details for the available cancellation, address, or order-management options."
153709,amazonhelp_153709,@AmazonHelp Help! All my content has disappeared from my account - it says 'no items found' and I should have several hundred books and samples in there (833 items according to my Kindle). Everything seems OK with my Kindle and all my books etc are still in my library.,DIGITAL_TECHNICAL,DIGITAL_TECHNICAL,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.22 similarity.,0.21591731155032803,True,"Sorry you're having trouble with the digital service. Please check the device or application settings and try the relevant troubleshooting steps. If the problem continues, support can investigate further."
153730,amazonhelp_153730,@117086 e sua capacidade de fazer a gnt comprar o app todo 😂😂😂,CONTEXT_NEEDED,CONTEXT_NEEDED,0.4258157630638105,ESCALATE,The customer message does not contain enough information to identify the issue.,0.24183660102558313,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
155157,amazonhelp_155157,@1384 worst quality products delivered from @9104 Malad,PRODUCT_SELLER_ISSUE,PRODUCT_SELLER_ISSUE,0.6222948282967499,ESCALATE,Intent confidence is moderate and the strongest historical case is not similar enough.,0.23672007886936747,True,Sorry about the problem with the product or seller. Please check the order and product details. A support representative should review the case and help with the appropriate resolution.
155267,amazonhelp_155267,@AmazonHelp wen is next Flash Sale of Oneplus5T ???,CONTEXT_NEEDED,CONTEXT_NEEDED,0.43741086252690436,ESCALATE,The customer message does not contain enough information to identify the issue.,0.5940185206298559,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
156668,amazonhelp_156668,"&lt;1/3&gt; Utterly disappointed with @115850 in regards with order id 408-4908747-4045964, order 402-7298089-1482743. I'm paying money for the product with a hope that it'll be delivered on time, not once but twice you let yourself down.",DELIVERY_DELAY,ORDER_MANAGEMENT,0.393876783781744,ESCALATE,Intent confidence is too low (0.39).,0.18523825999604698,True,Sorry about the order issue. Please check the current order details and available order-management options. A support representative should review the order and help with the appropriate next step.
158742,amazonhelp_158742,@115850 @AmazonHelp how to use the offer of 80% discount on ebook? Have purchased ₹9798 offer... https://t.co/jXOQLKqmOJ,PAYMENT_BILLING_GIFTCARD,CONTEXT_NEEDED,0.28209873756004233,ESCALATE,The customer message does not contain enough information to identify the issue.,0.37863750611759617,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
163569,amazonhelp_163569,"@AmazonHelp: I purchased a pair of shoes that I'd like to exchange, but I have a question regarding the exchange policy.",RETURN_REFUND_REPLACEMENT,RETURN_REFUND_REPLACEMENT,0.557557987455438,ESCALATE,Intent confidence is moderate and the strongest historical case is not similar enough.,0.2134001723432455,True,Sorry about the trouble with your return or refund. Please check the current order and refund or replacement details. A support representative should review the case and help with the next step.
166379,amazonhelp_166379,@116875 hola que pasa si en un artículo no me sale la opción de comprar ???? https://t.co/gsNVgiS4G8,ORDER_MANAGEMENT,CONTEXT_NEEDED,0.7156564233090856,ESCALATE,The customer message does not contain enough information to identify the issue.,0.5296747433851321,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
16895,amazonhelp_16895,アマゾンのプライム会員勝手に継続されてるんですけど,PRIME_MEMBERSHIP,CONTEXT_NEEDED,0.48012703539373663,ESCALATE,No sufficiently similar historical support case was found.,0.0,False,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
170946,amazonhelp_170946,@116928 @AmazonHelp @4496  Otro paquete más con destino a Canarias que se devuelve por no adjuntar factura y ahora sin stock...espero que lo solucionen ya y más en estas fechas,ORDER_MANAGEMENT,CONTEXT_NEEDED,0.6602142793873697,ESCALATE,The customer message does not contain enough information to identify the issue.,0.2768388267577325,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
170956,amazonhelp_170956,"Every time I order from @115821 I get an Amazon box.  The one day my boyfriend answers the door for a delivery he sees his @155870 Christmas gift a month early, because they decided to send it over in the manufacturer's box only. Surprise ruined :(",PRODUCT_SELLER_ISSUE,PRODUCT_SELLER_ISSUE,0.99,ESCALATE,Historical evidence is weak (best similarity: 0.14).,0.14124492742799216,True,Sorry about the problem with the product or seller. Please check the order and product details. A support representative should review the case and help with the appropriate resolution.
172327,amazonhelp_172327,@115833 can I set up a second phone on our amazon echo dot?,DIGITAL_TECHNICAL,DIGITAL_TECHNICAL,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.37 similarity.,0.3725286364395898,True,"Sorry you're having trouble with the digital service. Please check the device or application settings and try the relevant troubleshooting steps. If the problem continues, support can investigate further."
175416,amazonhelp_175416,Paid for next day delivery and didn’t get my package? @AmazonHelp,DELIVERY_PROOF_FAILURE,PAYMENT_BILLING_GIFTCARD,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.41 similarity.,0.4091042737051035,True,"Sorry about the payment issue. Please check the payment method and transaction details associated with the order. If the charge still looks incorrect, support can review the transaction."
177350,amazonhelp_177350,I just tried out @115821 restaurants and it is hands down way better than @115877. I am deleting uber eats from my phone as of this writing! Another W for amazon!,CONTEXT_NEEDED,CONTEXT_NEEDED,0.18837607972429823,ESCALATE,The customer message does not contain enough information to identify the issue.,0.16402923176198858,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
180099,amazonhelp_180099,@115850 #AmazonGreatIndianFestival is a chuttiappa? U guys delivered me an empty pckg of Mi4i Tempered glass. Really pathetic service. https://t.co/ZI286FMIDm,DELIVERY_PROOF_FAILURE,CONTEXT_NEEDED,0.2625829228724207,ESCALATE,The customer message does not contain enough information to identify the issue.,0.250893946633065,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
180104,amazonhelp_180104,You'll help me? Your customer care exec won't. Whom should I trust? Trust? What am i even getting into? Phew @115850 https://t.co/SEbK16lTLG,SUPPORT_ESCALATION,SUPPORT_ESCALATION,0.5915560448938739,ESCALATE,Intent confidence is moderate and the strongest historical case is not similar enough.,0.25306971918546406,True,"I'm sorry you've had trouble getting this resolved. Since previous support interactions have not resolved the issue, a support representative should review the case and provide the appropriate next step."
180870,amazonhelp_180870,"@AmazonHelp No code for preordering Star Wars Battlefront II physically, and now I can’t use my Amazon store card to buy it digitally? Why??",PAYMENT_BILLING_GIFTCARD,PAYMENT_BILLING_GIFTCARD,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.34 similarity.,0.337449218635054,True,"Sorry about the payment issue. Please check the payment method and transaction details associated with the order. If the charge still looks incorrect, support can review the transaction."
181283,amazonhelp_181283,Our @115821 Dot was delivered today...and thanks to shoddy mailbox keys (the package key they left in our box does NOT work) it's going to sit in below freezing temps in the box until probably Monday when @118706 gets back into their office. Hope it survives....@123967 ideas?,DELIVERY_PROOF_FAILURE,DELIVERY_PROOF_FAILURE,0.5498114964424812,ESCALATE,Historical evidence is weak (best similarity: 0.16).,0.16325162928837955,True,I'm sorry that there is a problem with your delivery. Please check the delivery details and carrier information. A support representative should investigate the delivery and help with the next step.
183370,amazonhelp_183370,Amazonプライムで鎧武見れるようになってテンションあがった！（笑）,PRIME_MEMBERSHIP,CONTEXT_NEEDED,0.48012703539373663,ESCALATE,No sufficiently similar historical support case was found.,0.0,False,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
183584,amazonhelp_183584,こ、コウノドリがAmazonプライムビデオでみれる〜〜〜😭😭😭😭これで眼鏡星野源見放題やんけ😭😭😭😭😭,PRIME_MEMBERSHIP,CONTEXT_NEEDED,0.48012703539373663,ESCALATE,No sufficiently similar historical support case was found.,0.0,False,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
183616,amazonhelp_183616,@115830 been charged for prime wrongly and can’t find how to request a refund... can you help? Thanks,PAYMENT_BILLING_GIFTCARD,RETURN_REFUND_REPLACEMENT,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.29 similarity.,0.285710979956569,True,"Sorry about the trouble with your order. Please check the order's return or refund options. If the refund or replacement is already in progress, support can review its current status."
183660,amazonhelp_183660,"@115850 Goofup with product delivery to wrong address Order#408-6362281-0698719. Support have done nothing, despite two escalations. 😟😔😕",SUPPORT_ESCALATION,SUPPORT_ESCALATION,0.99,ESCALATE,"The customer is already reporting unsuccessful support interactions, so human review is appropriate.",0.2949656437256095,True,"I'm sorry you've had trouble getting this resolved. Since previous support interactions have not resolved the issue, a support representative should review the case and provide the appropriate next step."
191666,amazonhelp_191666,😱 😱 😱 @116875 @12548 https://t.co/ALHmKkgOEq,CONTEXT_NEEDED,CONTEXT_NEEDED,0.7119203639917687,ESCALATE,The customer message does not contain enough information to identify the issue.,0.6538464398153925,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
191806,amazonhelp_191806,Delivery date changed to 19th October!  What is going on @115821!? #justiceforLB https://t.co/lGcEvFubIY,DELIVERY_DELAY,DELIVERY_DELAY,0.5252026578922616,AUTO-HANDLE,Intent confidence is 0.53 and the strongest historical case has 0.43 similarity.,0.43387739639654854,True,"Sorry that your delivery is taking longer than expected. Please check the latest tracking information for the order. If the promised delivery date has passed, support can review the delivery status and available options."
193073,amazonhelp_193073,@115851 m sorry2disturbed u but m mentally harassed by Amazon 405-6636472-3798710 not working booked another order but not getting refund,RETURN_REFUND_REPLACEMENT,RETURN_REFUND_REPLACEMENT,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.26 similarity.,0.26138243330550276,True,"Sorry about the trouble with your order. Please check the order's return or refund options. If the refund or replacement is already in progress, support can review its current status."
19462,amazonhelp_19462,@AmazonHelp 6 order: 113-2039762-2382613、113-2511164-7606668、113-7544238-7484225、114-5454499-3702646、114-9012608-0575407、114-9109336-9221053,CONTEXT_NEEDED,CONTEXT_NEEDED,0.39888723945227034,ESCALATE,The customer message does not contain enough information to identify the issue.,0.53449182363033,True,Thanks for reaching out. There isn't enough information in the message to confidently determine the issue. A support representative should review the case and assist.
197717,amazonhelp_197717,"@AmazonHelp @115850 

Wrongly delivered. Please deliver it to correct id https://t.co/Dy1v5v1kpR",DELIVERY_PROOF_FAILURE,DELIVERY_PROOF_FAILURE,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.22 similarity.,0.2215569155069232,True,"Sorry about the delivery issue. Please check the delivery details and carrier information first. If the package or item still cannot be located, support can investigate further."
200020,amazonhelp_200020,@AmazonHelp I haven’t receive my early access code for Battlefront and I called and basically said they can’t help me? I ordered in April,SUPPORT_ESCALATION,PAYMENT_BILLING_GIFTCARD,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.34 similarity.,0.3355890919459851,True,"Sorry about the payment issue. Please check the payment method and transaction details associated with the order. If the charge still looks incorrect, support can review the transaction."
20024,amazonhelp_20024,@115850  order no. 408-9844239-0335528 bed side table is not delivered till now.,DELIVERY_DELAY,DELIVERY_DELAY,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.35 similarity.,0.3521569902494769,True,"Sorry that your delivery is taking longer than expected. Please check the latest tracking information for the order. If the promised delivery date has passed, support can review the delivery status and available options."
206146,amazonhelp_206146,When @116090 ships your @115786 one x 120 hours ago and there's been no update to tracking at all. Feeling pretty uncomfortable.  #prime,DELIVERY_DELAY,DELIVERY_DELAY,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.23 similarity.,0.2293303773301409,True,"Sorry that your delivery is taking longer than expected. Please check the latest tracking information for the order. If the promised delivery date has passed, support can review the delivery status and available options."
206211,amazonhelp_206211,"Preordered this the second it was announced, and @115821 screw me in the final few days 😩 @117331 @116543 @115787 @115788 https://t.co/BCSHQUPUow",ORDER_MANAGEMENT,ORDER_MANAGEMENT,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.20 similarity.,0.2020679731224745,True,"I can help with the order issue. Please check the order details for the available cancellation, address, or order-management options."
206831,amazonhelp_206831,@AmazonHelp why are you guys taking so long to charge my card?,PAYMENT_BILLING_GIFTCARD,PAYMENT_BILLING_GIFTCARD,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.37 similarity.,0.3680467345872248,True,"Sorry about the payment issue. Please check the payment method and transaction details associated with the order. If the charge still looks incorrect, support can review the transaction."
206839,amazonhelp_206839,"What's happened the Garmin Vivoactive 3 in the UK? Had it pre-ordered at @115830 for delivery tomorrow, and now suddenly showing as 25th??",DELIVERY_DELAY,ORDER_MANAGEMENT,0.99,ESCALATE,Historical evidence is weak (best similarity: 0.19).,0.1863529494448175,True,Sorry about the order issue. Please check the current order details and available order-management options. A support representative should review the order and help with the appropriate next step.
210376,amazonhelp_210376,@AmazonHelp Remember when your customer service used to be good?,SUPPORT_ESCALATION,SUPPORT_ESCALATION,0.8244452285280648,ESCALATE,"The customer is already reporting unsuccessful support interactions, so human review is appropriate.",0.27101450678788597,True,"I'm sorry you've had trouble getting this resolved. Since previous support interactions have not resolved the issue, a support representative should review the case and provide the appropriate next step."
215212,amazonhelp_215212,amazon keeps messing up my her order i got one email saying it was cancelled but when i go on the website it says its gonna be shipped i,ORDER_MANAGEMENT,ORDER_MANAGEMENT,0.5153239523830124,ESCALATE,Historical evidence is weak (best similarity: 0.17).,0.17388231712047553,True,Sorry about the order issue. Please check the current order details and available order-management options. A support representative should review the order and help with the appropriate next step.
222693,amazonhelp_222693,"@115850 
#flipcart is better than you. U need to work on customer care front, morons are sitting at customer care, lack of efficiency",SUPPORT_ESCALATION,SUPPORT_ESCALATION,0.7168505549184805,ESCALATE,"The customer is already reporting unsuccessful support interactions, so human review is appropriate.",0.28263598101652093,True,"I'm sorry you've had trouble getting this resolved. Since previous support interactions have not resolved the issue, a support representative should review the case and provide the appropriate next step."
222809,amazonhelp_222809,"@115833 If I can play music across all Echo devices in the house, why can't I check status of timer set on another device? Work on that.",DIGITAL_TECHNICAL,DIGITAL_TECHNICAL,0.99,AUTO-HANDLE,Intent confidence is 0.99 and the strongest historical case has 0.25 similarity.,0.245147445122254,True,"Sorry you're having trouble with the digital service. Please check the device or application settings and try the relevant troubleshooting steps. If the problem continues, support can investigate further."
